,Date,Date_local,pool_price,h,cos_h,sin_h,week,cos_w,sin_w,month,cos_m,sin_m,workday
1,2022-01-01 00:00:00+00:00,2022-01-01 01:00:00+01:00,59.92849999999999,1,0.9629172873477994,0.2697967711570243,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
2,2022-01-01 01:00:00+00:00,2022-01-01 02:00:00+01:00,62.669,2,0.8544194045464886,0.5195839500354336,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
3,2022-01-01 02:00:00+00:00,2022-01-01 03:00:00+01:00,65.917,3,0.6825531432186541,0.730835964278124,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
4,2022-01-01 03:00:00+00:00,2022-01-01 04:00:00+01:00,54.6215,4,0.4600650377311522,0.8878852184023752,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
5,2022-01-01 04:00:00+00:00,2022-01-01 05:00:00+01:00,57.565000000000005,5,0.20345601305263375,0.9790840876823229,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
6,2022-01-01 05:00:00+00:00,2022-01-01 06:00:00+01:00,58.855500000000006,6,-0.06824241336467088,0.9976687691905392,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
7,2022-01-01 06:00:00+00:00,2022-01-01 07:00:00+01:00,62.727,7,-0.33487961217098616,0.9422609221188205,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
8,2022-01-01 07:00:00+00:00,2022-01-01 08:00:00+01:00,72.00699999999999,8,-0.5766803221148671,0.8169698930104421,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
9,2022-01-01 08:00:00+00:00,2022-01-01 09:00:00+01:00,101.57249999999999,9,-0.7757112907044197,0.631087944326053,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
10,2022-01-01 09:00:00+00:00,2022-01-01 10:00:00+01:00,111.3455,10,-0.917211301505453,0.3984010898462414,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
11,2022-01-01 10:00:00+00:00,2022-01-01 11:00:00+01:00,121.945,11,-0.9906859460363306,0.1361666490962471,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
12,2022-01-01 11:00:00+00:00,2022-01-01 12:00:00+01:00,137.373,12,-0.9906859460363308,-0.1361666490962464,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
13,2022-01-01 12:00:00+00:00,2022-01-01 13:00:00+01:00,140.35999999999999,13,-0.9172113015054529,-0.39840108984624156,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
14,2022-01-01 13:00:00+00:00,2022-01-01 14:00:00+01:00,140.8965,14,-0.7757112907044198,-0.6310879443260528,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
15,2022-01-01 14:00:00+00:00,2022-01-01 15:00:00+01:00,146.45,15,-0.5766803221148672,-0.816969893010442,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
16,2022-01-01 15:00:00+00:00,2022-01-01 16:00:00+01:00,183.57,16,-0.3348796121709864,-0.9422609221188204,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
17,2022-01-01 16:00:00+00:00,2022-01-01 17:00:00+01:00,217.4565,17,-0.06824241336467046,-0.9976687691905393,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
18,2022-01-01 17:00:00+00:00,2022-01-01 18:00:00+01:00,212.1785,18,0.2034560130526333,-0.979084087682323,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
19,2022-01-01 18:00:00+00:00,2022-01-01 19:00:00+01:00,203.406,19,0.4600650377311516,-0.8878852184023756,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
20,2022-01-01 19:00:00+00:00,2022-01-01 20:00:00+01:00,176.726,20,0.6825531432186541,-0.730835964278124,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
21,2022-01-01 20:00:00+00:00,2022-01-01 21:00:00+01:00,148.7845,21,0.8544194045464886,-0.5195839500354336,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
22,2022-01-01 21:00:00+00:00,2022-01-01 22:00:00+01:00,141.31699999999998,22,0.962917287347799,-0.2697967711570252,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
23,2022-01-01 22:00:00+00:00,2022-01-01 23:00:00+01:00,123.48199999999999,23,1.0,-2.4492935982947064e-16,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
24,2022-01-01 23:00:00+00:00,2022-01-02 00:00:00+01:00,82.76599999999999,0,1.0,0.0,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
25,2022-01-02 00:00:00+00:00,2022-01-02 01:00:00+01:00,76.2555,1,0.9629172873477994,0.2697967711570243,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
26,2022-01-02 01:00:00+00:00,2022-01-02 02:00:00+01:00,71.0065,2,0.8544194045464886,0.5195839500354336,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
27,2022-01-02 02:00:00+00:00,2022-01-02 03:00:00+01:00,50.663,3,0.6825531432186541,0.730835964278124,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
28,2022-01-02 03:00:00+00:00,2022-01-02 04:00:00+01:00,42.861999999999995,4,0.4600650377311522,0.8878852184023752,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
29,2022-01-02 04:00:00+00:00,2022-01-02 05:00:00+01:00,49.256499999999996,5,0.20345601305263375,0.9790840876823229,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
30,2022-01-02 05:00:00+00:00,2022-01-02 06:00:00+01:00,50.054,6,-0.06824241336467088,0.9976687691905392,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
31,2022-01-02 06:00:00+00:00,2022-01-02 07:00:00+01:00,60.60999999999999,7,-0.33487961217098616,0.9422609221188205,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
32,2022-01-02 07:00:00+00:00,2022-01-02 08:00:00+01:00,70.9775,8,-0.5766803221148671,0.8169698930104421,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
33,2022-01-02 08:00:00+00:00,2022-01-02 09:00:00+01:00,87.0145,9,-0.7757112907044197,0.631087944326053,52,1.0,6.432490598706546e-16,1,0.8660254037844387,0.49999999999999994,0
